,zip_code,y-2016,y-2015,y-2014,y-2013,y-2012,y-2011,y-2010,aggregate,Zip,City,State,Latitude,Longitude,Distance from Reactor,Reactor_lat,Reactor_lng,Reactor_city,Reactor_state,Reactor_name,Reactor_units
21833,63390,10787,11324,10714,10736,9905,9158,9760,72384,63390,Wright City,MO,38.797388,-91.03468000000001,79.03150067074877,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21725,63056,2010,1824,1987,2136,1914,2112,2002,13985,63056,Leslie,MO,38.404826,-91.22652,79.27678356857881,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21822,63377,2759,2756,2685,2766,2472,2388,2462,18288,63377,Silex,MO,39.110908,-91.08017,80.41452422160013,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22388,65034,887,762,709,629,634,453,679,4753,65034,Fortuna,MO,38.561436,-92.80171,80.77840831023518,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22512,65443,53,34,74,105,114,60,96,536,65443,Brinktown,MO,38.125349,-92.08435,80.89843438609687,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21841,63436,1149,1121,1170,1074,991,1183,1155,7843,63436,Center,MO,39.501697,-91.5367,81.13459470631548,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22386,65026,11626,11737,11070,10672,10928,11041,11551,78625,65026,Eldon,MO,38.311355,-92.58395,81.27366250235956,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22424,65082,1084,1106,1190,1211,1074,1064,1127,7856,65082,Tuscumbia,MO,38.217129,-92.43221,81.6550912803255,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22434,65230,719,791,716,665,656,565,703,4815,65230,Armstrong,MO,39.29161,-92.70579000000001,82.43110111018325,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21691,63013,1707,1789,1563,1689,1697,1685,1589,11719,63013,Beaufort,MO,38.415995,-91.1603,83.15920837843692,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22555,65580,829,746,726,780,717,660,829,5287,65580,Vichy,MO,38.10675,-91.7742,83.37944590433568,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21797,63334,9167,8865,9549,9422,9480,9376,8569,64428,63334,Bowling Green,MO,39.318552000000004,-91.18265,84.32231309896565,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21823,63379,24571,23958,23929,23383,23911,23172,23348,166272,63379,Troy,MO,38.991915999999996,-90.98649,84.52889709826013,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22454,65259,2840,2565,2648,2773,2753,2564,2858,19001,65259,Huntsville,MO,39.442539000000004,-92.55356,84.76784025359288,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22464,65276,1652,1602,1637,1577,1852,1764,1609,11693,65276,Pilot Grove,MO,38.849336,-92.93735,85.9970233302675,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22440,65239,1297,1351,1472,1237,1262,1272,1309,9200,65239,Cairo,MO,39.522573,-92.43041,86.27976379342962,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22376,65011,2482,2407,2489,2380,2074,1860,2374,16066,65011,Barnett,MO,38.361276000000004,-92.72166999999999,86.31018221099039,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22503,65354,672,673,655,531,482,572,628,4213,65354,Syracuse,MO,38.675515000000004,-92.9168,86.3847587716778,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21805,63348,6646,6600,6649,6224,6471,6448,6059,45097,63348,Foristell,MO,38.814432000000004,-90.94433000000001,86.74168757104559,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21743,63090,21713,22066,21788,21743,21833,22291,21524,152958,63090,Washington,MO,38.535499,-91.02348,87.0431954358914,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21734,63073,1012,965,891,574,331,170,301,4244,63073,Saint Albans,MO,38.527729,-91.017274,87.88529530568378,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22532,65486,3430,3211,3551,3605,4004,4336,3423,25560,65486,Iberia,MO,38.10273,-92.30496,88.25980586131824,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21830,63387,54,48,68,74,82,80,73,479,63387,Whiteside,MO,39.184053999999996,-91.02078,88.33213465401464,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22425,65083,470,343,347,220,225,225,375,2205,65083,Ulman,MO,38.142363,-92.43502,88.99350445850092,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22479,65322,566,663,607,585,602,656,587,4266,65322,Blackwater,MO,38.975799,-92.96,89.08633558935016,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21846,63441,1216,1279,1051,1122,998,889,1121,7676,63441,Frankford,MO,39.484069,-91.32296,89.09002892596207,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22449,65254,1953,1950,1972,1884,2099,2256,1810,13924,65254,Glasgow,MO,39.235444,-92.84612,89.20299657649784,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22477,65320,34,37,38,37,42,44,56,288,65320,Arrow Rock,MO,39.070941,-92.94664,90.25371545771844,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21857,63456,4262,4345,3990,3839,3985,3742,4271,28434,63456,Monroe City,MO,39.645523,-91.72967,91.01373069103296,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22455,65260,675,738,631,659,542,445,574,4264,65260,Jacksonville,MO,39.580455,-92.41023,91.17528059235926,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22426,65084,7061,7421,7136,7388,7562,7589,6797,50954,65084,Versailles,MO,38.428609,-92.84968,91.22346751211352,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21852,63450,28,65,108,132,142,137,132,744,63450,Lentner,MO,39.650093,-92.14536,91.2703602787876,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21802,63344,1400,1592,1613,1903,1606,1610,1663,11387,63344,Eolia,MO,39.239548,-91.01576999999999,91.49496080039022,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21814,63362,7256,7018,6652,6346,5893,5880,6350,45395,63362,Moscow Mills,MO,38.952723999999996,-90.89199,91.91739134759207,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22499,65348,1345,1639,1610,1499,1507,1411,1350,10361,65348,Otterville,MO,38.708894,-92.99077,91.95569507339381,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21868,63468,2300,2199,2103,2310,2327,2399,2644,16282,63468,Shelbina,MO,39.677131,-92.01661999999999,92.83263763319236,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21847,63443,491,517,546,460,464,429,440,3347,63443,Hunnewell,MO,39.677082,-91.8584,92.91749119644331,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22485,65329,379,337,376,464,717,749,494,3516,65329,Florence,MO,38.609313,-92.97655,93.2811694845413,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21739,63084,18245,17887,18195,17990,17919,17073,17414,124723,63084,Union,MO,38.434806,-91.00353,93.60010197684838,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21828,63385,39897,38737,36777,35253,33903,33364,35750,253681,63385,Wentzville,MO,38.808884,-90.85922,94.13884915734442,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22415,65072,1535,1550,1684,1695,1633,1408,1847,11352,65072,Rocky Mount,MO,38.248494,-92.71511,94.26213390213309,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22517,65453,9033,8767,8968,8494,8509,8065,8548,60384,65453,Cuba,MO,38.092096999999995,-91.4163,95.49378355337335,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22443,65244,307,336,279,297,315,288,412,2234,65244,Clifton Hill,MO,39.487134000000005,-92.67945999999999,95.5331391184899,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21860,63459,4099,4309,4446,4583,4651,4537,4153,30778,63459,New London,MO,39.584889000000004,-91.38258,95.55268194515216,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21795,63332,1463,1355,1361,1306,1233,1146,1292,9156,63332,Augusta,MO,38.590154999999996,-90.89093000000001,95.72063636069106,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22520,65459,7665,7417,7650,7749,7323,7628,8233,53665,65459,Dixon,MO,37.990961999999996,-92.09833,95.86678379304051,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22396,65047,852,929,1232,1386,1315,1362,1351,8427,65047,Kaiser,MO,38.14008,-92.58331,96.06507914887004,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22398,65049,6185,6110,6131,6166,6443,6400,6618,44053,65049,Lake Ozark,MO,38.192972,-92.67262,96.2466959528551,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22498,65347,746,790,857,842,856,796,681,5568,65347,Nelson,MO,38.99158,-93.04083,96.26672848108915,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22547,65559,8955,8896,8805,9069,9045,8674,9385,62829,65559,Saint James,MO,38.011872,-91.61179,97.0369144949587,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22380,65017,992,1105,1447,1580,1648,1583,1549,9904,65017,Brumley,MO,38.084663,-92.49693,97.23365529716386,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22486,65330,390,417,398,426,398,440,412,2881,65330,Gilliam,MO,39.226389000000005,-92.96214,97.63819845158348,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21737,63079,0,10,9,9,34,32,58,152,63079,Stanton,MO,38.274398,-91.085533,97.99567414601006,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22445,65247,565,723,899,857,836,852,616,5348,65247,Excello,MO,39.626821,-92.4927,99.01192839448598,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21738,63080,13143,13410,13145,14333,15015,14911,13987,97944,63080,Sullivan,MO,38.200244,-91.14089,100.12842004340605,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21736,63077,11085,11366,11402,11154,11280,11773,11798,79858,63077,Saint Clair,MO,38.336093,-90.98902,100.49456385373466,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21817,63367,22149,21166,21186,20532,20018,19510,19433,143994,63367,Lake Saint Louis,MO,38.796601,-90.78525,100.61476328156346,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21810,63353,4296,4353,4487,4543,4733,4735,4593,31740,63353,Louisiana,MO,39.449011999999996,-91.07518,100.7376229791196,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22468,65281,2890,2978,3068,3046,3062,3010,3098,21152,65281,Salisbury,MO,39.461414000000005,-92.80488000000001,101.07156735077275,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22536,65535,1852,1906,1723,1689,1762,1768,1673,12373,65535,Leasburg,MO,38.091815999999994,-91.29375,101.09560878371248,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21724,63055,2610,2595,2274,2188,2329,2383,2449,16828,63055,Labadie,MO,38.535934000000005,-90.84698,101.28632454771213,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22506,65401,32441,32566,32726,32051,32073,32430,32383,226670,65401,Rolla,MO,37.94384,-91.77105,101.30495883803708,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22410,65065,6883,6631,6627,6645,6943,6741,6414,46884,65065,Osage Beach,MO,38.130807,-92.66935,101.39378230601389,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21742,63089,5459,5582,5500,5409,5387,5536,5965,38838,63089,Villa Ridge,MO,38.462920000000004,-90.88421,101.41584074534772,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22501,65350,1905,1736,1628,1629,1591,1737,1822,12048,65350,Smithton,MO,38.671012,-93.09353,101.49812313834633,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21818,63369,1665,2020,1909,2006,2284,2504,2258,14646,63369,Old Monroe,MO,38.935776000000004,-90.77801,101.5129506695367,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21800,63341,3390,3534,3521,3704,3712,3448,3530,24839,63341,Defiance,MO,38.688790000000004,-90.78593000000001,101.97073835431975,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22534,65529,170,185,271,213,282,289,232,1642,65529,Jerome,MO,37.926116,-91.98054,102.1874779392223,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21838,63433,61,68,55,31,17,14,68,314,63433,Ashburn,MO,39.549602,-91.18155,102.37070084165079,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22390,65037,4429,4547,4506,4864,4788,4880,4938,32952,65037,Gravois Mills,MO,38.232201,-92.82494,102.48019169430093,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22511,65441,5147,5069,5627,5340,5126,5518,5194,37021,65441,Bourbon,MO,38.126315999999996,-91.20688,102.4964353938942,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22516,65452,2866,2990,3096,3264,3361,3311,3315,22203,65452,Crocker,MO,37.95348,-92.26091,102.85893189922156,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21832,63389,6598,6351,6660,7051,6945,6469,6336,46410,63389,Winfield,MO,39.00006,-90.77209,102.9360101817433,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21842,63437,1554,1527,1467,1356,1419,1706,1503,10532,63437,Clarence,MO,39.742551,-92.24825,103.26369831824275,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21801,63343,4490,4248,4149,4394,4424,4552,4546,30803,63343,Elsberry,MO,39.151543,-90.8136,103.56952519083097,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21710,63039,785,823,1144,1297,1378,1240,726,7393,63039,Gray Summit,MO,38.499489000000004,-90.83398000000001,103.80089125499728,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21798,63336,1172,1209,946,957,1012,955,1146,7397,63336,Clarksville,MO,39.354092,-90.93137,104.23292503938802,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22421,65079,3701,3888,4293,4575,4392,4505,4729,30083,65079,Sunrise Beach,MO,38.156071000000004,-92.75899,104.33820508557525,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21844,63439,86,68,42,44,39,54,127,460,63439,Emden,MO,39.788052,-91.85812,105.22706800989458,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22500,65349,2503,2444,2540,2391,2536,2514,2441,17369,65349,Slater,MO,39.221658000000005,-93.06251999999999,105.30613326137028,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21804,63347,3152,3076,3323,3011,2969,3334,3078,21943,63347,Foley,MO,39.069965,-90.75875,105.59710485723534,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21834,63401,22248,22221,21815,21795,21229,21345,22067,152720,63401,Hannibal,MO,39.695797999999996,-91.40084,105.64667543662719,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21836,63431,279,195,182,117,108,130,334,1345,63431,Anabel,MO,39.753475,-92.3224,106.21592886775643,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21816,63366,48371,48162,48249,47697,47464,45701,46175,331819,63366,O Fallon,MO,38.786335,-90.72121,106.2279748985144,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22497,65345,630,691,713,748,424,463,387,4056,65345,Mora,MO,38.55338,-93.11417,106.55808994869672,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22420,65078,4031,3502,3536,3283,3432,3686,3743,25213,65078,Stover,MO,38.364490999999994,-93.00645,106.61774109142938,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21867,63467,16,19,17,31,70,58,75,286,63467,Saverton,MO,39.650045,-91.27050200000001,106.7824814145524,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21794,63330,175,163,157,141,123,114,125,998,63330,Annada,MO,39.257008,-90.82316999999999,107.19454580066225,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22444,65246,99,142,175,169,105,129,101,920,65246,Dalton,MO,39.370265,-92.99396,107.81165581306682,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22401,65052,3224,3555,3557,4048,4186,4280,3446,26296,65052,Linn Creek,MO,38.058473,-92.6855,108.6562532802064,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21869,63469,1163,1167,1233,1280,1364,1346,1194,8747,63469,Shelbyville,MO,39.820465999999996,-92.03371,108.83864691995133,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22542,65550,3128,3516,3561,4191,3890,3648,3127,25061,65550,Newburg,MO,37.862196999999995,-91.93811,109.25076680805006,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21864,63463,763,704,745,728,645,745,652,4982,63463,Philadelphia,MO,39.814353999999994,-91.74251,109.28159051018696,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21895,63552,7836,7750,7982,7932,7929,7718,7926,55073,63552,Macon,MO,39.747735999999996,-92.46878000000001,110.1423500294196,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21343,62370,411,392,487,528,387,338,520,3063,62370,Rockport,IL,39.510835,-90.99193000000001,110.64841016960581,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21862,63461,5875,5847,6022,5685,5752,5555,5876,40612,63461,Palmyra,MO,39.793879,-91.54630999999999,111.03449029209402,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22456,65261,839,980,986,1022,958,1023,1094,6902,65261,Keytesville,MO,39.500485999999995,-92.9155,111.05794211250372,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21733,63072,2909,2782,2762,3187,3360,3126,3194,21320,63072,Robertsville,MO,38.369434999999996,-90.81792,111.27486410219963,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22495,65340,15777,15836,15819,15928,15833,15644,15937,110774,65340,Marshall,MO,39.10518,-93.18783,111.34431174022073,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22563,65591,2019,1837,1752,1788,1729,1733,1512,12370,65591,Montreal,MO,37.97957,-92.59116999999999,111.48139638060465,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21332,62356,442,476,527,583,629,660,571,3888,62356,New Canton,IL,39.599949,-91.09115,111.6763940653732,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21730,63069,15474,15452,15173,14883,14815,15264,15647,106708,63069,Pacific,MO,38.482353,-90.73892,112.19473247531363,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21793,63304,41278,40601,39863,40094,39986,40341,40336,282499,63304,Saint Charles,MO,38.72926,-90.65332,112.68998039161866,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22475,65301,33929,34276,34093,34227,34147,33747,34267,238686,65301,Sedalia,MO,38.702964,-93.23231,112.76395882151017,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21152,62006,621,602,648,572,581,539,648,4211,62006,Batchtown,IL,39.079147,-90.67371999999999,112.97914726424808,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22489,65334,1085,1008,920,894,956,969,935,6767,65334,Hughesville,MO,38.825456,-93.25182,113.27539879704962,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22519,65457,217,192,374,318,289,312,338,2040,65457,Devils Elbow,MO,37.829068,-92.05671,113.3565356708091,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21341,62366,1584,1721,1696,1827,1817,1859,1408,11912,62366,Pleasant Hill,IL,39.450931,-90.87779,114.10778917746248,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21320,62343,775,628,572,533,593,553,712,4366,62343,Hull,IL,39.709855,-91.22914,114.2903384323818,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22558,65584,11345,10520,10373,9637,9564,9151,9855,70445,65584,St. Robert,MO,37.827415,-92.13574100000001,114.33993609144768,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21877,63532,1326,1265,1140,1131,1187,1281,1322,8652,63532,Bevier,MO,39.75496,-92.57056999999999,114.71913010952844,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21201,62070,22,27,23,11,10,42,37,172,62070,Mozier,IL,39.328077,-90.76895999999999,114.8802737006915,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21709,63038,6943,6815,6680,6631,6797,6817,6914,47597,63038,Glencoe,MO,38.578703000000004,-90.66508,114.92192834721004,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21181,62045,443,436,417,515,584,558,647,3600,62045,Hamburg,IL,39.236358,-90.71359,114.94289302262747,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21821,63376,73691,72711,72474,71988,71241,71040,70828,503973,63376,Saint Peters,MO,38.778579,-90.62045,115.00332232820779,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21693,63015,2122,2044,2249,2045,1883,2198,2076,14617,63015,Catawissa,MO,38.401406,-90.74276,115.48333524757732,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21727,63060,2891,2715,2786,2723,2518,1992,2461,18086,63060,Lonedell,MO,38.247062,-90.85642,115.65667890079274,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22557,65583,11252,11152,11111,11002,11380,10647,12307,78851,65583,Waynesville,MO,37.820367,-92.19165,115.92265978686126,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21687,63005,17570,17602,17761,17700,17741,18018,17753,124145,63005,Chesterfield,MO,38.646981,-90.63155,116.00998749708248,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22382,65020,15497,15184,14599,14474,14155,14314,14286,102509,65020,Camdenton,MO,38.032647999999995,-92.78269,116.11559087836805,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21879,63534,744,906,872,823,818,867,804,5834,63534,Callao,MO,39.7418,-92.63582,116.20432549514364,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22482,65325,3405,3549,3616,3489,3472,3193,3171,23895,65325,Cole Camp,MO,38.451021000000004,-93.19156,116.82125253931025,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22515,65449,287,284,259,381,410,284,351,2256,65449,Cook Station,MO,37.85017,-91.49431,117.35720699834684,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21322,62345,482,487,450,395,397,339,357,2907,62345,Kinderhook,IL,39.700245,-91.14564,117.4553684706586,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21839,63434,736,787,884,732,662,542,687,5030,63434,Bethel,MO,39.906312,-91.96806,118.13443438092781,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21728,63061,102,136,217,223,191,181,95,1145,63061,Luebbering,MO,38.257711,-90.80694,118.54335568414797,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22559,65586,63,15,13,17,18,20,33,179,65586,Wesco,MO,37.858464,-91.426693,118.60646069603833,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22697,65787,1664,1507,1689,1525,1397,1282,1864,10928,65787,Roach,MO,38.067095,-92.88033,118.81476298651393,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21157,62013,507,488,486,525,550,537,552,3645,62013,Brussels,IL,38.968323,-90.58121,118.81577853919765,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21711,63040,8063,8115,8396,8901,8795,8570,8512,59352,63040,Grover,MO,38.575835,-90.61878,118.89167489494916,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21177,62036,767,700,715,660,668,860,704,5074,62036,Golden Eagle,IL,38.91384,-90.57421,118.91600461948798,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22550,65565,5092,5423,5575,5581,5389,5713,5854,38627,65565,Steelville,MO,37.919808,-91.25495,119.13221716101135,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21183,62047,1603,1751,1732,1911,1782,1767,1555,12101,62047,Hardin,IL,39.128014,-90.6159,119.13397457853446,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22481,65324,1413,1402,1448,1575,1521,1811,1634,10804,65324,Climax Springs,MO,38.151604,-92.99055,119.27778640571799,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22488,65333,698,669,710,661,608,663,759,4768,65333,Houstonia,MO,38.901528000000006,-93.32101,119.3560443877741,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22545,65556,6048,5715,5799,5834,5716,5703,5869,40684,65556,Richland,MO,37.828549,-92.40512,119.92079956155402,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22438,65236,1551,1383,1389,1418,1581,1592,1404,10318,65236,Brunswick,MO,39.436768,-93.11175,120.3268304400092,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21899,63558,746,732,780,758,675,796,742,5229,63558,New Cambria,MO,39.728896999999996,-92.74979,120.34730642624305,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21331,62355,912,898,865,868,838,829,820,6030,62355,Nebo,IL,39.440653999999995,-90.77809,120.52369422283007,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21712,63041,698,514,482,409,363,244,534,3244,63041,Grubville,MO,38.262811,-90.77513,120.55459811622757,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21198,62065,82,94,98,64,69,24,97,528,62065,Michael,IL,39.235652,-90.62841999999999,121.75530309896303,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
