,zip_code,y-2016,y-2015,y-2014,y-2013,y-2012,y-2011,y-2010,aggregate,Zip,City,State,Latitude,Longitude,Distance from Reactor,Reactor_lat,Reactor_lng,Reactor_city,Reactor_state,Reactor_name,Reactor_units
18672,55931,337,332,330,335,304,299,330,2267,55931,Eitzen,MN,43.511821999999995,-91.46635,237.26874600422485,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17597,53063,1686,1567,1603,1598,1548,1504,1552,11058,53063,Newton,WI,43.97207,-87.7766,238.0029858379432,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
16968,50629,2031,2114,2155,2331,2523,2403,2418,15975,50629,Fairbank,IA,42.640202,-92.06988,238.166423882997,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
18662,55919,1071,991,960,1026,1033,1155,985,7221,55919,Brownsville,MN,43.664102,-91.29057,238.2703106393705,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17344,52229,801,818,904,813,776,715,721,5548,52229,Garrison,IA,42.145175,-92.1509,238.78471164756124,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17430,52540,1271,1405,1376,1334,1441,1481,1420,9728,52540,Brighton,IA,41.153462,-91.82082,239.03629382264745,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17916,54129,3175,3102,2964,3161,3146,3246,3477,22271,54129,Hilbert,WI,44.131149,-88.19443000000001,239.15638680288848,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17357,52248,1874,1858,1799,1951,1892,1913,1815,13102,52248,Keota,IA,41.341027000000004,-91.94174,239.38498128013364,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
21334,62358,851,955,895,752,770,634,752,5609,62358,Niota,IL,40.587769,-91.26301,239.42518368032233,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17971,54245,2270,2381,2408,2340,2443,2420,2259,16521,54245,Valders,WI,44.037618,-87.90026,239.50990080311786,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17498,52657,73,54,42,42,54,45,95,405,52657,Saint Paul,IA,40.758742,-91.478305,239.66082179882787,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
18270,54909,2234,2357,2386,2418,2340,2278,2181,16194,54909,Almond,WI,44.28018,-89.36001999999999,239.82332637553287,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17478,52627,13103,13139,13417,13414,13062,13770,13105,93010,52627,Fort Madison,IA,40.637694,-91.33866,239.97695386002528,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17297,52147,1154,1245,1262,1109,1001,1028,1050,7849,52147,Hawkeye,IA,42.960176000000004,-91.95858,240.1431042647861,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
18143,54656,17638,17443,17438,17268,17201,17254,17377,121619,54656,Sparta,WI,43.969770000000004,-90.80796,240.82226857783982,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17935,54160,303,303,251,216,198,188,253,1712,54160,Potter,WI,44.1196,-88.09784,240.91126689333333,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17940,54169,2728,2681,2653,2624,2580,2490,2600,18356,54169,Sherwood,WI,44.173538,-88.27525,241.30900443437397,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
17952,54207,180,182,178,190,174,176,176,1256,54207,Collins,WI,44.086144,-87.98331,241.33254682804966,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
18107,54614,2860,3014,2940,2861,2919,2941,2947,20482,54614,Bangor,WI,43.894740999999996,-90.97440999999999,241.37253210828771,42.125408,-89.25595899999999,Byron,IL,Byron Station,2.0
22448,65251,21229,21315,21833,21687,21990,22400,22437,152891,65251,Fulton,MO,38.852436,-91.95808000000001,1.4673201973433734,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22457,65262,916,1110,1104,844,763,837,955,6529,65262,Kingdom City,MO,38.959191,-91.92948,12.836579862913215,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22419,65077,701,787,687,625,460,328,561,4149,65077,Steedman,MO,38.78615,-91.80921,13.407587632372042,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
21831,63388,636,784,1003,851,820,813,710,5617,63388,Williamsburg,MO,38.886456,-91.76344,16.37698847999819,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22408,65063,4299,3950,3870,3743,4227,3941,3412,27442,65063,New Bloomfield,MO,38.723957,-92.08131999999999,17.88457005840375,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22435,65231,2896,2928,3108,3003,3073,3183,3334,21525,65231,Auxvasse,MO,39.0159,-91.8983,19.49403154743706,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22405,65059,906,792,724,797,510,622,867,5218,65059,Mokane,MO,38.674735,-91.8776,19.746752408483594,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22422,65080,759,751,608,737,798,894,1015,5562,65080,Tebbetts,MO,38.634516,-91.9766,23.508297256575013,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22412,65067,354,454,393,471,416,538,379,3005,65067,Portland,MO,38.751905,-91.69826,23.707725687454435,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
22375,65010,6553,6713,6270,6070,5907,5274,5704,42491,65010,Ashland,MO,38.784123,-92.24395,26.791503311667253,38.844390999999995,-91.94465600000001,Fulton,MO,Callaway Plant,1.0
